task_id,graph_type,context_length,seed,model,prompt_style,query_id,query_type,gold,pred,correct,parse_valid,observed_edge_count,observed_baseline_pred,observed_baseline_correct,always_no_correct,shortest_path_distance,completion_tokens,prompt_tokens,total_tokens,api_error
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,7,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,7,77,347,424,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,3,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,2,YES,True,False,1,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,5,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q6,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,3,YES,True,False,1,77,343,420,
ring16_L32_S1001,ring16,32,1001,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,343,420,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,5,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,10,YES,True,False,1,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,10,YES,True,False,1,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1003,ring16,32,1003,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,6,77,347,424,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q3,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,6,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,4,YES,True,False,1,77,350,427,
ring16_L32_S1002,ring16,32,1002,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,2,YES,True,False,1,77,350,427,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,4,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,3,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q5,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,4,YES,True,False,1,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,347,424,
ring16_L32_S1004,ring16,32,1004,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,2,YES,True,False,1,77,347,424,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,11,YES,True,False,1,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,3,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,3,YES,True,False,1,77,352,429,
ring16_L32_S1005,ring16,32,1005,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,4,77,352,429,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,11,YES,True,False,1,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,3,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,3,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q5,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q7,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,350,427,
ring16_L32_S1006,ring16,32,1006,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,1,YES,True,False,1,77,350,427,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q3,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,7,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,6,YES,True,False,1,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,4,YES,True,False,1,77,346,423,
ring16_L32_S1007,ring16,32,1007,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,4,77,346,423,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,1,YES,True,False,1,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,8,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,1,YES,True,False,1,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,4,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,3,YES,True,False,1,77,412,489,
ring16_L64_S1000,ring16,64,1000,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,5,YES,True,False,1,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,5,YES,True,False,1,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,1,YES,True,False,1,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,5,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q5,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q6,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,411,488,
ring16_L64_S1001,ring16,64,1001,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,4,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,6,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,14,YES,True,False,1,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,15,YES,True,False,1,77,411,488,
ring16_L64_S1003,ring16,64,1003,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,3,77,411,488,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,5,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,6,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q5,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,5,YES,True,False,1,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q7,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1004,ring16,64,1004,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,8,YES,True,False,1,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,8,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,14,YES,True,False,1,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,5,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q7,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1002,ring16,64,1002,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,9,YES,True,False,1,77,412,489,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,0,NO,False,False,1,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q2,false_distant,NO,YES,False,True,0,NO,True,True,6,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q3,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,8,YES,True,False,1,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,0,NO,False,False,1,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,11,YES,True,False,1,77,413,490,
ring16_L64_S1005,ring16,64,1005,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,6,77,413,490,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,5,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q2,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,5,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,4,YES,True,False,1,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,2,YES,True,False,1,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,412,489,
ring16_L64_S1006,ring16,64,1006,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,412,489,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,4,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,7,YES,True,False,1,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,7,YES,True,False,1,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q7,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,411,488,
ring16_L64_S1007,ring16,64,1007,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,411,488,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,6,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,4,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,4,YES,True,False,1,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,4,YES,True,False,1,77,540,617,
ring16_L128_S1000,ring16,128,1000,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,3,YES,True,False,1,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,5,YES,True,False,1,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q4,true_low_seen,YES,YES,True,True,3,YES,True,False,1,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,3,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,7,YES,True,False,1,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q7,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,538,615,
ring16_L128_S1001,ring16,128,1001,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,5,77,538,615,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,4,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,11,YES,True,False,1,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q3,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,4,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q5,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,539,616,
ring16_L128_S1002,ring16,128,1002,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,6,YES,True,False,1,77,539,616,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,4,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,2,YES,True,False,1,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,3,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,10,YES,True,False,1,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,542,619,
ring16_L128_S1004,ring16,128,1004,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,542,619,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,14,YES,True,False,1,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,3,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,7,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,26,YES,True,False,1,77,540,617,
ring16_L128_S1005,ring16,128,1005,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,22,YES,True,False,1,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,3,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,5,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,2,YES,True,False,1,77,539,616,
ring16_L128_S1006,ring16,128,1006,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,539,616,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,7,YES,True,False,1,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q2,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q3,false_distant,NO,YES,False,True,0,NO,True,True,7,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,8,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
ring16_L128_S1007,ring16,128,1007,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,11,YES,True,False,1,77,540,617,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,5,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,19,YES,True,False,1,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,2,YES,True,False,1,77,537,614,
ring16_L128_S1003,ring16,128,1003,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,537,614,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,22,YES,True,False,1,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,7,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q3,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,5,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,24,YES,True,False,1,77,795,872,
ring16_L256_S1000,ring16,256,1000,gpt-4.1,direct,q8,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,795,872,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,6,YES,True,False,1,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,16,YES,True,False,1,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,10,YES,True,False,1,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q5,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,5,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q7,true_low_seen,YES,YES,True,True,8,YES,True,False,1,77,797,874,
ring16_L256_S1001,ring16,256,1001,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,8,77,797,874,
